<?xml version="1.0" encoding="UTF-8"?>
<!DOCTYPE datafile PUBLIC "-//Logiqx//DTD ROM Management Datafile//EN" "http://www.logiqx.com/Dats/datafile.dtd">

<datafile>
	<header>
		<name>Commodore C64 - Coverdisks - [D64]</name>
		<description>Commodore C64 - Coverdisks - [D64] (TOSEC-v2022-06-05)</description>
		<category>TOSEC</category>
		<version>2022-06-05</version>
		<author>Duncan Twain</author>
		<email>contact@tosecdev.org</email>
		<homepage>TOSEC</homepage>
		<url>http://www.tosecdev.org</url>
	</header>
	<game name="Commodore Computer Club #02 (19xx)(-)(es)(Side A)">
		<description>Commodore Computer Club #02 (19xx)(-)(es)(Side A)</description>
		<rom name="Commodore Computer Club #02 (19xx)(-)(es)(Side A).d64" size="174848" crc="2077f1af" md5="33b4d00d7bbc3e5b5b43282b0dd31a04" sha1="12b1920b866aabd953393c1f760f140b09fb8f29"/>
	</game>
	<game name="Commodore Computer Club #02 (19xx)(-)(es)(Side B)">
		<description>Commodore Computer Club #02 (19xx)(-)(es)(Side B)</description>
		<rom name="Commodore Computer Club #02 (19xx)(-)(es)(Side B).d64" size="174848" crc="db04d8b2" md5="9a1ef8a1c8a20019e0f7920756eb620f" sha1="fff10e77b5faec0c0b924fa8b832f6552cc977d0"/>
	</game>
	<game name="Commodore Computer Club #05 (19xx)(-)(es)(Side A)">
		<description>Commodore Computer Club #05 (19xx)(-)(es)(Side A)</description>
		<rom name="Commodore Computer Club #05 (19xx)(-)(es)(Side A).d64" size="174848" crc="5381d5d0" md5="2887e6664d71fe965ddbde2ae77da02b" sha1="45d547c088cdca8f27f98181359dae5868cd6209"/>
	</game>
	<game name="Commodore Computer Club #05 (19xx)(-)(es)(Side B)">
		<description>Commodore Computer Club #05 (19xx)(-)(es)(Side B)</description>
		<rom name="Commodore Computer Club #05 (19xx)(-)(es)(Side B).d64" size="174848" crc="1ad6bce4" md5="16f09b01f3eafa62b443bba99032f848" sha1="aae3caf8add7247e37fe7788c5e506d498b65cff"/>
	</game>
	<game name="Commodore Computer Club #07 (19xx)(-)(es)(Side A)">
		<description>Commodore Computer Club #07 (19xx)(-)(es)(Side A)</description>
		<rom name="Commodore Computer Club #07 (19xx)(-)(es)(Side A).d64" size="174848" crc="de923730" md5="e77788a291cb60ce0ea2ddf11d80289a" sha1="173eed969db72779631c2bda55ed9e4dfe85510d"/>
	</game>
	<game name="Commodore Computer Club #07 (19xx)(-)(es)(Side B)">
		<description>Commodore Computer Club #07 (19xx)(-)(es)(Side B)</description>
		<rom name="Commodore Computer Club #07 (19xx)(-)(es)(Side B).d64" size="174848" crc="49b65ca3" md5="be305fd47a6ae0f075789120210128a9" sha1="5071da13e76858d74d46497d0f4c237ed45600bd"/>
	</game>
	<game name="Commodore Computer Club #10 (19xx)(-)(es)(Side A)">
		<description>Commodore Computer Club #10 (19xx)(-)(es)(Side A)</description>
		<rom name="Commodore Computer Club #10 (19xx)(-)(es)(Side A).d64" size="174848" crc="28db8398" md5="6850e3e1fe589fe22945c54fdcda7b8e" sha1="c609e947eb7a1a443e8e08e2dc01564141e8aef0"/>
	</game>
	<game name="Commodore Computer Club #10 (19xx)(-)(es)(Side B)">
		<description>Commodore Computer Club #10 (19xx)(-)(es)(Side B)</description>
		<rom name="Commodore Computer Club #10 (19xx)(-)(es)(Side B).d64" size="174848" crc="4412ae54" md5="6b454a7c99d342a50897c631cda627b9" sha1="aa55cb64264e8b097e7f114ae9412ed5cc6f7b49"/>
	</game>
	<game name="Commodore Computer Club #13 (19xx)(-)(es)">
		<description>Commodore Computer Club #13 (19xx)(-)(es)</description>
		<rom name="Commodore Computer Club #13 (19xx)(-)(es).d64" size="174848" crc="57e8cf6f" md5="32c2818158191551dfd316de0b56f84a" sha1="27ac646ce0e9e4cc35a2d4fcdc6fef3576f3d2f2"/>
	</game>
	<game name="Commodore Format PowerPacks, The #01 (19xx)(Future)(GB)">
		<rom name="Commodore Format PowerPacks, The #14 (1991)(Future)(GB).d64" size="174848" crc="199dc262" md5="bfd0e0a4f2b3af92e8fe62c4396a931b" sha1="62bf5540865f198e02a34a14b5cd433fbdece576"/>
	</game>
	<game name="Commodore Format PowerPacks, The #15 (1991)(Future)(GB)">
		<description>Commodore Format PowerPacks, The #15 (1991)(Future)(GB)</description>
		<rom name="Commodore Format PowerPacks, The #15 (1991)(Future)(GB).d64" size="174848" crc="370f7150" md5="71338627842d388b8ff1246028ec07b7" sha1="1a1091f91104138648a5edb77480fdeab8e38bef"/>
	</game>
	<game name="Commodore Format PowerPacks, The #16 (1992)(Future)(GB)">
		<description>Commodore Format PowerPacks, The #16 (1992)(Future)(GB)</description>
		<rom name="Commodore Format PowerPacks, The #16 (1992)(Future)(GB).d64" size="174848" crc="939f6865" md5="fb0eec2b4355b141d8f15f1fdc3d3547" sha1="23d1b6c13e6fd31c3bfa9982b6a1f098dd07b75e"/>
	</game>
	<game name="Commodore Format PowerPacks, The #17 (1992)(Future)(GB)">
		<description>Commodore Format PowerPacks, The #17 (1992)(Future)(GB)</description>
		<rom name="Commodore Format PowerPacks, The #17 (1992)(Future)(GB).d64" size="174848" crc="de737be8" md5="811794d32be4c69dfedd6ca32ed39a17" sha1="8257bf5378ecdb3e5e96ce009433142c1fc86214"/>
	</game>
	<game name="Commodore Format PowerPacks, The #18 (1992)(Future)(GB)">
		<description>Commodore Format PowerPacks, The #18 (1992)(Future)(GB)</description>
		<rom name="Commodore Format PowerPacks, The #18 (1992)(Future)(GB).d64" size="174848" crc="9a219ce2" md5="12dd46a4ae8a26711357c66533beea6f" sha1="e75cc08818ee30820efb63c45b44d87db809980d"/>
	</game>
	<game name="Commodore Format PowerPacks, The #19 (1992)(Future)(GB)">
		<description>Commodore Format PowerPacks, The #19 (1992)(Future)(GB)</description>
		<rom name="Commodore Format PowerPacks, The #19 (1992)(Future)(GB).d64" size="174848" crc="52284e87" md5="08765cb97b85d78b7760568e61f65b61" sha1="a13dcdb1ec2bee067a6e338439fe35da60594e79"/>
	</game>
	<game name="Commodore Format PowerPacks, The #20 (1992)(Future)(GB)">
		<description>Commodore Format PowerPacks, The #20 (1992)(Future)(GB)</description>
		<rom name="Commodore Format PowerPacks, The #20 (1992)(Future)(GB).d64" size="174848" crc="a7ee6ecc" md5="208c37bc5825c4d2086436f7a5d1cb07" sha1="245f934a745f5ebf64c62c243bc4cf73f02fe8fe"/>
	</game>
	<game name="Commodore Format PowerPacks, The #21 (1992)(Future)(GB)">
		<description>Commodore Format PowerPacks, The #21 (1992)(Future)(GB)</description>
		<rom name="Commodore Format PowerPacks, The #21 (1992)(Future)(GB).d64" size="174848" crc="f95b1997" md5="9aad7d9ec9e4a73a1a5851d999df5ec2" sha1="956359ee66df0c22fbf61834aa1aac9aa05b8fc4"/>
	</game>
	<game name="Commodore Format PowerPacks, The #22 (1992)(Future)(GB)">
		<description>Commodore Format PowerPacks, The #22 (1992)(Future)(GB)</description>
		<rom name="Commodore Format PowerPacks, The #22 (1992)(Future)(GB).d64" size="174848" crc="0eb0db43" md5="e8c927b1a17401f62bcf4b202a29c4b9" sha1="f5d88b2b2ec5fcb88c5f154fa429a7403d9fbc3b"/>
	</game>
	<game name="Commodore Format PowerPacks, The #23 (1992)(Future)(GB)">
		<description>Commodore Format PowerPacks, The #23 (1992)(Future)(GB)</description>
		<rom name="Commodore Format PowerPacks, The #23 (1992)(Future)(GB).d64" size="174848" crc="ea8808a6" md5="840f65b6524cf60965ebf4eb81b12f45" sha1="87c3f0197b2c2e93e5905fe0f6f2b737cc7788ac"/>
	</game>
	<game name="Commodore Format PowerPacks, The #24 (1992)(Future)(GB)">
		<description>Commodore Format PowerPacks, The #24 (1992)(Future)(GB)</description>
		<rom name="Commodore Format PowerPacks, The #24 (1992)(Future)(GB).d64" size="174848" crc="864c55fe" md5="dcaa43a68c8e90194ab94882a022c062" sha1="3d7efb6ef39c9b1f59421dd2f8a162fafc401e15"/>
	</game>
	<game name="Commodore Format PowerPacks, The #25 (1992-10)(Future)(GB)(Side A)">
		<description>Commodore Format PowerPacks, The #25 (1992-10)(Future)(GB)(Side A)</description>
		<rom name="Commodore Format PowerPacks, The #25 (1992-10)(Future)(GB)(Side A).d64" size="174848" crc="f04ca929" md5="b3b799da757487d4984c3b62b0927e4c" sha1="db7517f1b3631fd78d0657644ad547c2ab94e0d4"/>
	</game>
	<game name="Commodore Format PowerPacks, The #25 (1992-10)(Future)(GB)(Side A)[!]">
		<description>Commodore Format PowerPacks, The #25 (1992-10)(Future)(GB)(Side A)[!]</description>
		<rom name="Commodore Format PowerPacks, The #25 (1992-10)(Future)(GB)(Side A)[!].d64" size="174848" crc="0e5bb40b" md5="21622eb79fff8e254785988645911fcd" sha1="18e9419037d84ee953a33ff608f11dd1c110a0c4"/>
	</game>
	<game name="Commodore Format PowerPacks, The #25 (1992-10)(Future)(GB)(Side B)">
		<description>Commodore Format PowerPacks, The #25 (1992-10)(Future)(GB)(Side B)</description>
		<rom name="Commodore Format PowerPacks, The #25 (1992-10)(Future)(GB)(Side B).d64" size="174848" crc="f91bd2a5" md5="e3a6817fa371ab073c52c224467bf6cf" sha1="abedf8c194f1bd42cc9589ff10a53a0769dc05a3"/>
	</game>
	<game name="Commodore Format PowerPacks, The #25 (1992-10)(Future)(GB)(Side B)[!]">
		<description>Commodore Format PowerPacks, The #25 (1992-10)(Future)(GB)(Side B)[!]</description>
		<rom name="Commodore Format PowerPacks, The #25 (1992-10)(Future)(GB)(Side B)[!].d64" size="174848" crc="93bc64d1" md5="281ab3d9aa83e6ea56569f854ccc936a" sha1="c6a5bf13abdfb21828e4ef14a5f0aeb5a327657d"/>
	</game>
	<game name="Commodore Format PowerPacks, The #26 (1992)(Future)(GB)">
		<description>Commodore Format PowerPacks, The #26 (1992)(Future)(GB)</description>
		<rom name="Commodore Format PowerPacks, The #26 (1992)(Future)(GB).d64" size="174848" crc="4b7a026c" md5="0efe905d2f916b9598ec8520776475dd" sha1="4ac26406315124853748a47b574243ecdbd9c34b"/>
	</game>
	<game name="Commodore Format PowerPacks, The #27 (1992)(Future)(GB)">
		<description>Commodore Format PowerPacks, The #27 (1992)(Future)(GB)</description>
		<rom name="Commodore Format PowerPacks, The #27 (1992)(Future)(GB).d64" size="174848" crc="657f5c94" md5="0ecb8f97e3b8d9b4c9ea3eaa9f89ac69" sha1="b6546b9b15a6cdddf10363bab7858e0ca959d044"/>
	</game>
	<game name="Commodore Format PowerPacks, The #28 (1992)(Future)(GB)">
		<description>Commodore Format PowerPacks, The #28 (1992)(Future)(GB)</description>
		<rom name="Commodore Format PowerPacks, The #28 (1992)(Future)(GB).d64" size="174848" crc="08766d0e" md5="9267db4a7ab9064ef40da7c9213d4172" sha1="daffd9919c88362a53390c37854549be69bf6f9c"/>
	</game>
	<game name="Commodore Format PowerPacks, The #29 (1993)(Future)(GB)">
		<description>Commodore Format PowerPacks, The #29 (1993)(Future)(GB)</description>
		<rom name="Commodore Format PowerPacks, The #29 (1993)(Future)(GB).d64" size="174848" crc="9c1adad3" md5="5794ff2b4e9d46fd6033b09d4f80c739" sha1="cbe9faa8102836255e9c8dbbd00fadcf8b8fbe00"/>
	</game>
	<game name="Commodore Format PowerPacks, The #30 (1993)(Future)(GB)">
		<description>Commodore Format PowerPacks, The #30 (1993)(Future)(GB)</description>
		<rom name="Commodore Format PowerPacks, The #30 (1993)(Future)(GB).d64" size="174848" crc="aa36bf91" md5="9acec895025172f8b849747c777bb4e9" sha1="4a7db1610ce71fdf262c6875dfe8597f82acb0e5"/>
	</game>
	<game name="Commodore Format PowerPacks, The #31 (1994-04)(Future)(GB)">
		<description>Commodore Format PowerPacks, The #31 (1994-04)(Future)(GB)</description>
		<rom name="Commodore Format PowerPacks, The #31 (1994-04)(Future)(GB).d64" size="174848" crc="2ee028f4" md5="b21b6c0dd8df4cd41026bf3cfea71446" sha1="487c7b650785c41a1f7325a658ca0e8ac294532e"/>
	</game>
	<game name="Commodore Format PowerPacks, The #31 (1994-04)(Future)(GB)[a]">
		<description>Commodore Format PowerPacks, The #31 (1994-04)(Future)(GB)[a]</description>
		<rom name="Commodore Format PowerPacks, The #31 (1994-04)(Future)(GB)[a].d64" size="174848" crc="23ab9808" md5="4ded22e90ac2dbf7c90233087700f969" sha1="cc280895089267b5fb72721f9724a1a58507dd2a"/>
	</game>
	<game name="Commodore Format PowerPacks, The #32 (19xx)(Future)(GB)">
		<description>Commodore Format PowerPacks, The #32 (19xx)(Future)(GB)</description>
		<rom name="Commodore Format PowerPacks, The #32 (19xx)(Future)(GB).d64" size="174848" crc="15a959a2" md5="9863bb6099639d89c69abed100a42b80" sha1="499726d6c7c4fc3a29372f995ac775e6b44c5efc"/>
	</game>
	<game name="Commodore Format PowerPacks, The #33 (19xx)(Future)(GB)">
		<description>Commodore Format PowerPacks, The #33 (19xx)(Future)(GB)</description>
		<rom name="Commodore Format PowerPacks, The #33 (19xx)(Future)(GB).d64" size="174848" crc="93a65676" md5="14e92c7173776d9fcd1f9cf6cb726c58" sha1="c06241f01a1a4c1af511e4cfa9d80e1d328501db"/>
	</game>
	<game name="Commodore Format PowerPacks, The #34 (19xx)(Future)(GB)">
		<description>Commodore Format PowerPacks, The #34 (19xx)(Future)(GB)</description>
		<rom name="Commodore Format PowerPacks, The #34 (19xx)(Future)(GB).d64" size="174848" crc="7cc4f2c4" md5="a1e6b9fef7ed5d8cbc86fea81e95ba16" sha1="225c1908cb26863491070eafd2c86341f0a97d2f"/>
	</game>
	<game name="Commodore Format PowerPacks, The #35 (1993)(Future)(GB)">
		<description>Commodore Format PowerPacks, The #35 (1993)(Future)(GB)</description>
		<rom name="Commodore Format PowerPacks, The #35 (1993)(Future)(GB).d64" size="174848" crc="7d9a7e47" md5="07f1501926ce4418e4017ead4faf8534" sha1="fab973e8a7cab1237e00278ec83a1bc35cf69e40"/>
	</game>
	<game name="Commodore Format PowerPacks, The #36 (19xx)(Future)(GB)">
		<description>Commodore Format PowerPacks, The #36 (19xx)(Future)(GB)</description>
		<rom name="Commodore Format PowerPacks, The #36 (19xx)(Future)(GB).d64" size="174848" crc="3fb23d80" md5="9651f28d4215bbb115faf0f6dce187dd" sha1="b373aae1f186c01acf025a10a65ef4aa8777b3a9"/>
	</game>
	<game name="Commodore Format PowerPacks, The #37 (1994)(Future)(GB)(Side A)">
		<description>Commodore Format PowerPacks, The #37 (1994)(Future)(GB)(Side A)</description>
		<rom name="Commodore Format PowerPacks, The #37 (1994)(Future)(GB)(Side A).d64" size="174848" crc="3bf0f5b0" md5="f7d37da71a062f11dfd9c01e72c57678" sha1="42736c7da3ff8d85400c728b6d932968d8a294da"/>
	</game>
	<game name="Commodore Format PowerPacks, The #37 (1994)(Future)(GB)(Side B)">
		<description>Commodore Format PowerPacks, The #37 (1994)(Future)(GB)(Side B)</description>
		<rom name="Commodore Format PowerPacks, The #37 (1994)(Future)(GB)(Side B).d64" size="174848" crc="cb3f0c65" md5="01c408d96fc985fecb6d6236f10db60e" sha1="33340579c085973be550a28f4cc7e70101a2d535"/>
	</game>
	<game name="Commodore Format PowerPacks, The #38 (19xx)(Future)(GB)">
		<description>Commodore Format PowerPacks, The #38 (19xx)(Future)(GB)</description>
		<rom name="Commodore Format PowerPacks, The #38 (19xx)(Future)(GB).d64" size="174848" crc="a6e4515c" md5="88c23af7bb30d6e9c3f943f9cf9275b7" sha1="829c68a81c427d88d0d0914f48aff8e0d76fd934"/>
	</game>
	<game name="Commodore Format PowerPacks, The #39 (19xx)(Future)(GB)">
		<description>Commodore Format PowerPacks, The #39 (19xx)(Future)(GB)</description>
		<rom name="Commodore Format PowerPacks, The #39 (19xx)(Future)(GB).d64" size="174848" crc="f1ccbaf2" md5="ed24c2926d959a6af326a718c7fc0139" sha1="a612d5c15e3cebafac02d1aa35ce4f6fa8589006"/>
	</game>
	<game name="Commodore Format PowerPacks, The #40 (19xx)(Future)(GB)">
		<description>Commodore Format PowerPacks, The #40 (19xx)(Future)(GB)</description>
		<rom name="Commodore Format PowerPacks, The #40 (19xx)(Future)(GB).d64" size="174848" crc="7021de64" md5="892e252580353bab3f969ac7f15456e0" sha1="1a170d116c850831aed467a60c44fc5f4f5346b6"/>
	</game>
	<game name="Commodore Format PowerPacks, The #41 (1991)(Future)(GB)">
		<description>Commodore Format PowerPacks, The #41 (1991)(Future)(GB)</description>
		<rom name="Commodore Format PowerPacks, The #41 (1991)(Future)(GB).d64" size="174848" crc="06a6e203" md5="4dec55eb11ad941036fe5f44976083d5" sha1="a9e255dc10831be6694c3b3dd39893b27ba63e10"/>
	</game>
	<game name="Commodore Format PowerPacks, The #42 (1994)(Future)(GB)(Side A)">
		<description>Commodore Format PowerPacks, The #42 (1994)(Future)(GB)(Side A)</description>
		<rom name="Commodore Format PowerPacks, The #42 (1994)(Future)(GB)(Side A).d64" size="174848" crc="1aa12654" md5="80fa584762688e28db375774afba6ab2" sha1="9de37b4074198d6d342b9c882094c6a8654b91ba"/>
	</game>
	<game name="Commodore Format PowerPacks, The #42 (1994)(Future)(GB)(Side B)">
		<description>Commodore Format PowerPacks, The #42 (1994)(Future)(GB)(Side B)</description>
		<rom name="Commodore Format PowerPacks, The #42 (1994)(Future)(GB)(Side B).d64" size="174848" crc="a0fa550d" md5="d921e188d7cff1d5991c21e9062dd461" sha1="c9b6c8d27d51373fee44aff184584fe2131032f8"/>
	</game>
	<game name="Commodore Plus - Rimpaller (1985)(Edigamma)(it)(Side B)">
		<description>Commodore Plus - Rimpaller (1985)(Edigamma)(it)(Side B)</description>
		<rom name="Commodore Plus - Rimpaller (1985)(Edigamma)(it)(Side B).d64" size="174848" crc="358d1219" md5="980c97ff11835641156fb8235b999933" sha1="6a2c993c31dec9c80158ded1e7dbf5ce9a8170a7"/>
	</game>
	<game name="Commodore Plus - Rimpaller (1985)(Edigamma)(it)(Side B)[a]">
		<description>Commodore Plus - Rimpaller (1985)(Edigamma)(it)(Side B)[a]</description>
		<rom name="Commodore Plus - Rimpaller (1985)(Edigamma)(it)(Side B)[a].d64" size="174848" crc="f3cfbd65" md5="b9bafd8993610619c34bacc7fb0e7b36" sha1="de6b366bed2f2e390aea4c32af43ea9cad60f678"/>
	</game>
	<game name="Hit Parade CBM 64 Nr.05 - Il Gobbo di Notre Dame (19xx)(SIPE)(it)(Side A)">
		<description>Hit Parade CBM 64 Nr.05 - Il Gobbo di Notre Dame (19xx)(SIPE)(it)(Side A)</description>
		<rom name="Hit Parade CBM 64 Nr.05 - Il Gobbo di Notre Dame (19xx)(SIPE)(it)(Side A).d64" size="174848" crc="fd8e0600" md5="e5b3eec17573584ed8c578dc02330253" sha1="ebf4d816df3dba13abd18ddb5a6c8be73416cc25"/>
	</game>
	<game name="Hit Parade CBM 64 Nr.05 - Il Gobbo di Notre Dame (19xx)(SIPE)(it)(Side A)[a]">
